"Time","Fetch"
2021-12-01 13:08:00,0 B
2021-12-01 13:08:20,0 B
2021-12-01 13:08:40,0 B
2021-12-01 13:09:00,0 B
2021-12-01 13:09:20,0 B
2021-12-01 13:09:40,0 B
2021-12-01 13:10:00,0 B
2021-12-01 13:10:20,0 B
2021-12-01 13:10:40,0 B
2021-12-01 13:11:00,0 B
2021-12-01 13:11:20,0 B
2021-12-01 13:11:40,0 B
2021-12-01 13:12:00,0 B
2021-12-01 13:12:20,0 B
2021-12-01 13:12:40,0 B
2021-12-01 13:13:00,0 B
2021-12-01 13:13:20,0 B
2021-12-01 13:13:40,0 B
2021-12-01 13:14:00,0 B

